trial_id,model_name,auc,bkg_rej_95,bkg_rej_98,bkg_rej_99,weighted_bkg_rej,roc_csv,roc_plot
099,model_trial_099,0.9450474876772907,0.8634460196951693,0.8320649692659815,0.8046870511971603,0.829727490695136,roc_analysis/model_trial_099_roc_data.csv,roc_analysis/model_trial_099_roc.png
102,model_trial_102,0.9427354033886202,0.8585237391191295,0.8273150289803805,0.7923178559658464,0.8234364653913484,roc_analysis/model_trial_102_roc_data.csv,roc_analysis/model_trial_102_roc.png
035,model_trial_035,0.9395225336018769,0.8552643911701301,0.8268191727061356,0.7762206681360944,0.8195439936385268,roc_analysis/model_trial_035_roc_data.csv,roc_analysis/model_trial_035_roc.png
008,model_trial_008,0.9426812296279697,0.8590468070181804,0.8260814353225031,0.762747890343199,0.8167112634962099,roc_analysis/model_trial_008_roc_data.csv,roc_analysis/model_trial_008_roc.png
135,model_trial_135,0.9396259867369148,0.8523587943436103,0.8152360910803318,0.7806743040626956,0.8120360040031324,roc_analysis/model_trial_135_roc_data.csv,roc_analysis/model_trial_135_roc.png
133,model_trial_133,0.9424227504658487,0.8522499478443858,0.8162519917397602,0.7746030882170641,0.8115220066456834,roc_analysis/model_trial_133_roc_data.csv,roc_analysis/model_trial_133_roc.png
062,model_trial_062,0.9379400766532299,0.849126658019417,0.8156865946465663,0.7625967146498318,0.8084126249845045,roc_analysis/model_trial_062_roc_data.csv,roc_analysis/model_trial_062_roc.png
092,model_trial_092,0.9274140530420897,0.8397174828642351,0.8122821180319344,0.7780166353732981,0.8081725579834371,roc_analysis/model_trial_092_roc_data.csv,roc_analysis/model_trial_092_roc.png
096,model_trial_096,0.9363655263559301,0.8437357327939384,0.811650203633659,0.7748358987848498,0.8074958955799251,roc_analysis/model_trial_096_roc_data.csv,roc_analysis/model_trial_096_roc.png
101,model_trial_101,0.9321860097789814,0.8470706685896214,0.8122609534348629,0.766527282677382,0.8065951907988426,roc_analysis/model_trial_101_roc_data.csv,roc_analysis/model_trial_101_roc.png
